CityEconomy,RecoverTime,Loss,CommunicationMethod,SuspectEducation,SuspectAbility,SuspectAge,SuspectGender,SuspectOccupation,SpecialDate
ThirdTier,Short,Medium100To1k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult50To60,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
SecondTier,Short,Serious100kTo1000k,offlineCommunication,vocationalCollege,Medium,Adult30To40,Female,SocialProductionLifeService,Short
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,Manufacturing,Short
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
FirstTier,Short,Low0To100,offlineCommunication,vocationalCollege,Medium,Adult20To30,Female,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Medium,Adult40To50,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
SecondTier,Medium,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
SecondTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ThirdTier,Short,Medium1kTo10k,illegalOnline,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Teenagers,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
SecondTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ThirdTier,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Teenagers,Male,SocialProductionLifeService,Long
FirstTier,Short,Low0To100,financialExchange,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Teenagers,Female,SocialProductionLifeService,Long
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,primarySchool,Low,Adult50To60,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
ThirdTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Medium,Adult50To60,Female,SocialProductionLifeService,Short
FirstTier,Medium,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
FirstTier,Medium,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Medium,Adult30To40,Female,SocialProductionLifeService,Long
SecondTier,Short,Serious10kTo100k,offlineCommunication,primarySchool,Low,Adult40To50,Male,HeadsofEnterprises,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Female,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Female,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,financialExchange,middleSchool,Low,Adult50To60,Female,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,legalOnlineAbroad,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,highSchool,Medium,Adult50To60,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Low,Adult20To30,Male,SocialProductionLifeService,Short
SecondTier,Medium,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult40To50,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Medium,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
SecondTier,Long,Medium1kTo10k,offlineCommunication,college,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Short
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Female,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
FirstTier,Medium,Medium100To1k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Female,SocialProductionLifeService,Long
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,primarySchool,Low,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
SecondTier,Medium,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Serious10kTo100k,financialExchange,middleSchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,offlineCommunication,masterDegree,Medium,Adult30To40,Female,ProfessionalTechnical,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Medium1kTo10k,offlineCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult30To40,Female,Manufacturing,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Short
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ThirdTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Long
ThirdTier,Short,Serious10kTo100k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Medium,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Male,Manufacturing,Short
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Medium,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Male,Manufacturing,Long
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
ThirdTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Short
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Male,SocialProductionLifeService,Short
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Low,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Medium,Medium100To1k,offlineCommunication,masterDegree,Medium,Adult20To30,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,Manufacturing,Long
FirstTier,Short,Low0To100,offlineCommunication,primarySchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Short
FirstTier,Medium,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Teenagers,Female,SocialProductionLifeService,Short
FirstTier,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
SecondTier,Short,Medium100To1k,offlineCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Medium
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Manufacturing,Short
ThirdTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Teenagers,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,ProfessionalTechnical,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,Manufacturing,Short
Developed,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Male,Manufacturing,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ThirdTier,Medium,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Manufacturing,Short
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ThirdTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,highSchool,Medium,Adult50To60,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,legalOnline,primarySchool,Low,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Medium,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Female,SocialProductionLifeService,Long
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,vocationalCollege,Low,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Teenagers,Male,SocialProductionLifeService,Long
FirstTier,Medium,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Medium,Medium100To1k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Female,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult40To50,Male,SocialProductionLifeService,Short
ThirdTier,Short,Medium100To1k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Medium,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Medium,Adult50To60,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Low,Adult30To40,Female,SocialProductionLifeService,Long
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Low,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,financialExchange,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult30To40,Female,HeadsofEnterprises,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Long
ThirdTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
FirstTier,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Manufacturing,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,Manufacturing,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Female,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
Developed,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Medium,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ThirdTier,Medium,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Female,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Low,Adult30To40,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult40To50,Male,SocialProductionLifeService,Long
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,highSchool,Low,Adult40To50,Female,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,majorCollege,Medium,Teenagers,Male,ProfessionalTechnical,Short
Developed,Short,Medium1kTo10k,offlineCommunication,primarySchool,Low,Adult40To50,Male,SocialProductionLifeService,Short
SecondTier,Short,Medium100To1k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Manufacturing,Short
Developed,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Female,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,majorCollege,Medium,Teenagers,Male,ProfessionalTechnical,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Medium,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ThirdTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,SocialProductionLifeService,Long
ThirdTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Manufacturing,Long
Developed,Medium,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
SecondTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Manufacturing,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,majorCollege,Medium,Teenagers,Female,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Female,ProfessionalTechnical,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult50To60,Male,SocialProductionLifeService,Short
FirstTier,Medium,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Short
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Serious10kTo100k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Serious10kTo100k,financialExchange,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Long
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Teenagers,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,HeadsofEnterprises,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Female,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,SocialProductionLifeService,Medium
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Female,SocialProductionLifeService,Short
FirstTier,Medium,Medium100To1k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Serious100kTo1000k,financialExchange,college,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult50To60,Female,SocialProductionLifeService,Short
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Medium,Low0To100,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
SecondTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Manufacturing,Long
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,Manufacturing,Long
Developed,Short,Low0To100,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Medium,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,middleSchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,Education,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
SecondTier,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
SecondTier,Medium,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,financialExchange,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
