CityEconomy,RecoverTime,Loss,CommunicationMethod,VictimEducation,VictimIncome,VictimAge,VictimSex,SpecialDate,VictimOccupation
Developed,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ThirdTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
Developed,Short,Medium100To1k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,Short,HeadsofPartyStateOrgans
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ThirdTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ThirdTier,Medium,Low0To100,traditionalTelephoneCommunication,primarySchool,High,Adult30To40,Male,Long,SocialProductionLifeService
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Female,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
SecondTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Female,Long,ProfessionalTechnical
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,Manufacturing
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Medium,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Short,SocialProductionLifeService
SecondTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
ThirdTier,Short,Medium1kTo10k,illegalOnline,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Female,Long,SocialProductionLifeService
Developed,Short,Medium1kTo10k,illegalOnline,college,Medium,Adult20To30,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,Long,Clerical
FirstTier,Medium,Low0To100,traditionalTelephoneCommunication,primarySchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Long,Manufacturing
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Female,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Serious10kTo100k,offlineCommunication,vocationalCollege,Medium,Adult30To40,Male,Short,HeadsofEnterprises
FirstTier,Short,Medium100To1k,offlineCommunication,middleSchool,Medium,Teenagers,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,Short,ProfessionalTechnical
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult30To40,Female,Short,Clerical
ModeratelyDeveloped,Medium,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,financialExchange,middleSchool,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Medium100To1k,offlineCommunication,primarySchool,Low,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Female,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,legalOnlineAbroad,primarySchool,Low,Adult40To50,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,Long,ProfessionalTechnical
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult50To60,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Low,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,offlineCommunication,college,Medium,Adult20To30,Female,Short,ProfessionalTechnical
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
SecondTier,Medium,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,offlineCommunication,masterDegree,Low,Adult40To50,Female,Long,Clerical
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Male,Long,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,college,Medium,Adult20To30,Male,Short,HeadsofEnterprises
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
Developed,Short,Low0To100,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,Short,SocialProductionLifeService
SecondTier,Medium,Serious10kTo100k,traditionalTelephoneCommunication,noEducationExperience,Low,Adult40To50,Female,Long,SocialProductionLifeService
ThirdTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Male,Short,Manufacturing
SecondTier,Short,Serious100kTo1000k,financialExchange,college,Medium,Adult30To40,Male,Long,Manufacturing
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Long,Manufacturing
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ThirdTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Low,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Short,Low0To100,offlineCommunication,primarySchool,Low,Adult40To50,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,financialExchange,vocationalCollege,Medium,Adult40To50,Male,Long,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ThirdTier,Short,Medium1kTo10k,financialExchange,middleSchool,Low,Adult30To40,Female,Short,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Female,Long,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,SeriousGreaterThan10000k,traditionalTelephoneCommunication,primarySchool,Medium,Adult20To30,Male,Long,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,offlineCommunication,primarySchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,primarySchool,Low,Adult30To40,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Medium,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ThirdTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,financialExchange,middleSchool,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult50To60,Female,Medium,Manufacturing
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
SecondTier,Short,Serious100kTo1000k,offlineCommunication,primarySchool,Low,Adult50To60,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,primarySchool,Low,Adult20To30,Male,Long,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,illegalOnline,highSchool,Medium,Adult30To40,Male,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Medium,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Serious100kTo1000k,illegalOnline,primarySchool,Low,Adult50To60,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
Developed,Short,Low0To100,traditionalTelephoneCommunication,college,Medium,Adult50To60,Male,Long,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Female,Short,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Female,Short,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,legalOnlineAbroad,primarySchool,Low,Adult30To40,Male,Short,Manufacturing
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Male,Short,HeadsofEnterprises
Developed,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult30To40,Female,Long,ProfessionalTechnical
Developed,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,Short,HeadsofPartyStateOrgans
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult40To50,Male,Short,Manufacturing
ThirdTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Long,Manufacturing
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,college,Medium,Adult40To50,Male,Long,Administrative
FirstTier,Short,Serious10kTo100k,illegalOnline,majorCollege,Medium,Adult30To40,Female,Long,ProfessionalTechnical
FirstTier,Short,Serious100kTo1000k,financialExchange,college,Medium,Adult20To30,Female,Short,ProfessionalTechnical
ModeratelyDeveloped,Short,Serious10kTo100k,illegalOnline,majorCollege,Medium,Adult20To30,Female,Short,Manufacturing
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Medium,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Long,Manufacturing
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,Long,SocialProductionLifeService
ThirdTier,Short,Medium1kTo10k,illegalOnline,majorCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,highSchool,Medium,Adult60To70,Male,Long,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Adult40To50,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Low,Adult20To30,Male,Short,HeadsofEnterprises
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,Long,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,traditionalTelephoneCommunication,college,Low,Adult20To30,Female,Long,HeadsofPartyStateOrgans
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Female,Short,Manufacturing
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Long,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,Short,Manufacturing
ModeratelyDeveloped,Short,Serious100kTo1000k,illegalOnline,majorCollege,Medium,Adult40To50,Male,Short,HeadsofEnterprises
Developed,Short,Low0To100,offlineCommunication,primarySchool,Low,Adult40To50,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Low0To100,offlineCommunication,primarySchool,Low,Adult30To40,Male,Long,HeadsofEnterprises
Developed,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Long,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult60To70,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,financialExchange,college,Medium,Adult40To50,Female,Short,ProfessionalTechnical
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Long,Manufacturing
FirstTier,Short,Medium100To1k,offlineCommunication,majorCollege,Low,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,legalOnlineAbroad,majorCollege,Medium,Adult30To40,Male,Short,HeadsofEnterprises
ModeratelyDeveloped,Short,Serious10kTo100k,financialExchange,majorCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Female,Short,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Female,Long,ProfessionalTechnical
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult30To40,Female,Short,ProfessionalTechnical
FirstTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
FirstTier,Medium,Low0To100,traditionalTelephoneCommunication,primarySchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Medium,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
Developed,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult40To50,Male,Long,Manufacturing
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
SecondTier,Short,SeriousGreaterThan10000k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,primarySchool,Low,Adult30To40,Male,Long,SocialProductionLifeService
Developed,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Medium,Adult30To40,Male,Long,Manufacturing
SecondTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Short,Manufacturing
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Female,Short,SocialProductionLifeService
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Female,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Short,Manufacturing
SecondTier,Short,Medium1kTo10k,financialExchange,middleSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Male,Short,Manufacturing
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Long,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Medium,Adult40To50,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult30To40,Female,Short,ProfessionalTechnical
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Female,Long,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult20To30,Female,Long,HeadsofEnterprises
Developed,Short,SeriousGreaterThan10000k,offlineCommunication,college,Medium,Adult50To60,Female,Short,ProfessionalTechnical
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Male,Long,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,illegalOnline,college,Medium,Adult20To30,Female,Short,HeadsofPartyStateOrgans
SecondTier,Short,Medium1kTo10k,financialExchange,primarySchool,Low,Adult30To40,Female,Short,SocialProductionLifeService
ThirdTier,Short,Serious100kTo1000k,financialExchange,middleSchool,Low,Adult20To30,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Long,Serious10kTo100k,offlineCommunication,college,Medium,Adult40To50,Female,Short,ProfessionalTechnical
FirstTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Female,Long,SocialProductionLifeService
Developed,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Short,Manufacturing
ThirdTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Long,Manufacturing
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Female,Long,SocialProductionLifeService
Developed,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult40To50,Female,Short,ProfessionalTechnical
Developed,Short,Serious100kTo1000k,offlineCommunication,highSchool,Medium,Adult20To30,Male,Short,Manufacturing
Developed,Medium,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Medium,Adult50To60,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,illegalOnline,majorCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,illegalOnline,middleSchool,Medium,Adult30To40,Male,Short,Manufacturing
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Male,Long,SocialProductionLifeService
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Long,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,financialExchange,majorCollege,Medium,Adult50To60,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult40To50,Male,Long,Manufacturing
ModeratelyDeveloped,Long,Serious100kTo1000k,traditionalTelephoneCommunication,masterDegree,Low,Adult30To40,Female,Long,PublicInstitutionManager
SecondTier,Short,Serious10kTo100k,financialExchange,middleSchool,Low,Adult20To30,Male,Long,Manufacturing
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Long,Manufacturing
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Female,Short,ProfessionalTechnical
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,Long,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Long,HeadsofPartyStateOrgans
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,Long,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,highSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Female,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,financialExchange,middleSchool,Low,Adult30To40,Female,Short,HeadsofEnterprises
ModeratelyDeveloped,Short,Serious10kTo100k,illegalOnline,middleSchool,Medium,Adult20To30,Male,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Long,Serious100kTo1000k,traditionalTelephoneCommunication,majorCollege,Low,Adult20To30,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Medium,Adult30To40,Male,Short,Manufacturing
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Long,Serious100kTo1000k,traditionalTelephoneCommunication,vocationalCollege,Low,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,Manufacturing
FirstTier,Short,Low0To100,offlineCommunication,college,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult40To50,Male,Short,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult40To50,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
